1784822758.324106 server started (54747): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1784822758.324121 on Linux 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025
1784822758.324123 using libevent 2.1.12-stable poll
1784822758.324124 using ncurses 6.4 20240113
1784822758.351877 args_parse: 2 = @catppuccin_status_cpu (type STRING)
1784822758.351878 args_parse: 3 = #[fg=#{@_ctp_module_text_bg}]#{@_ctp_connect_style}#{@catppuccin_status_right_separator} (type STRING)
1784822758.351879 args_parse_flags: next -ug
1784822758.351879 args_parse_flags: -u
1784822758.351880 args_parse_flags: -g
1784822758.351880 args_parse_flags: next @_ctp_connect_style
1784822758.351881 args_parse: flags end at 2 of 3
1784822758.351881 args_parse: 2 = @_ctp_connect_style (type STRING)
1784822758.351882 args_parse_flags: next -ug
1784822758.351883 args_parse_flags: -u
1784822758.351883 args_parse_flags: -g
1784822758.351884 args_parse_flags: next @_ctp_module_text_bg
1784822758.351885 args_parse: flags end at 2 of 3
1784822758.351885 args_parse: 2 = @_ctp_module_text_bg (type STRING)
1784822758.351903 cmd_parse_build_commands: set-option -Fgq @_ctp_connect_style "#{?#{==:#{@catppuccin_status_connect_separator},yes},,#[bg=default]}" ;; set-option -Fgoq @catppuccin_status_cpu_icon_fg "#{E:@thm_crust}" ;; set-option -Fgoq @catppuccin_status_cpu_text_fg "#{E:@thm_fg}" ;; set-option -Fgq @catppuccin_status_cpu_icon_bg "#{@catppuccin_cpu_color}" ;; set-option -Fgq @_ctp_module_text_bg "#{@catppuccin_status_cpu_text_bg}" ;; set-option -Fg @catppuccin_status_cpu "#[fg=#{@catppuccin_status_cpu_icon_bg}]#{@_ctp_connect_style}#{@catppuccin_status_left_separator}" ;; set-option -Fag @catppuccin_status_cpu "#[fg=#{@catppuccin_status_cpu_icon_fg},bg=#{@catppuccin_status_cpu_icon_bg}]#{@catppuccin_cpu_icon}" ;; set-option -Fag @catppuccin_status_cpu "#{@catppuccin_status_middle_separator}" ;; set-option -Fag @catppuccin_status_cpu "#[fg=#{@catppuccin_status_cpu_text_fg},bg=#{@_ctp_module_text_bg}]" ;; set-option -ag @catppuccin_status_cpu "#{E:@catppuccin_cpu_text}" ;; set-option -Fag @catppuccin_status_cpu "#[fg=#{@_ctp_module_text_bg}]#{@_ctp_connect_style}#{@catppuccin_status_right_separator}" ;; set-option -gu @_ctp_connect_style ;; set-option -gu @_ctp_module_text_bg
1784822758.351905 cmdq_get_command: [set-option/0x5ec075645310] group 3335
1784822758.351906 cmdq_get_command: [set-option/0x5ec075645560] group 3338
1784822758.351907 cmdq_get_command: [set-option/0x5ec075644dc0] group 3341
1784822758.351907 cmdq_get_command: [set-option/0x5ec075644ec0] group 3344
1784822758.351908 cmdq_get_command: [set-option/0x5ec0756475a0] group 3347
1784822758.351910 cmdq_get_command: [set-option/0x5ec0756476a0] group 3350
1784822758.351910 cmdq_get_command: [set-option/0x5ec0756477a0] group 3353
1784822758.351911 cmdq_get_command: [set-option/0x5ec0756478a0] group 3356
1784822758.351912 cmdq_get_command: [set-option/0x5ec0756479a0] group 3359
1784822758.351913 cmdq_get_command: [set-option/0x5ec075647aa0] group 3362
1784822758.351913 cmdq_get_command: [set-option/0x5ec075647ba0] group 3365
1784822758.351914 cmdq_get_command: [set-option/0x5ec075647ca0] group 3368
1784822758.351915 cmdq_get_command: [set-option/0x5ec075647da0] group 3371
1784822758.351916 cmdq_insert_after <client-54753>: [set-option/0x5ec075645310] after [source-file/0x5ec0755d48f0]
1784822758.351917 cmdq_insert_after <client-54753>: [set-option/0x5ec075645560] after [set-option/0x5ec075645310]
1784822758.351919 cmdq_insert_after <client-54753>: [set-option/0x5ec075644dc0] after [set-option/0x5ec075645560]
1784822758.351919 cmdq_insert_after <client-54753>: [set-option/0x5ec075644ec0] after [set-option/0x5ec075644dc0]
1784822758.351920 cmdq_insert_after <client-54753>: [set-option/0x5ec0756475a0] after [set-option/0x5ec075644ec0]
1784822758.351921 cmdq_insert_after <client-54753>: [set-option/0x5ec0756476a0] after [set-option/0x5ec0756475a0]
1784822758.351922 cmdq_insert_after <client-54753>: [set-option/0x5ec0756477a0] after [set-option/0x5ec0756476a0]
1784822758.351923 cmdq_insert_after <client-54753>: [set-option/0x5ec0756478a0] after [set-option/0x5ec0756477a0]
1784822758.351923 cmdq_insert_after <client-54753>: [set-option/0x5ec0756479a0] after [set-option/0x5ec0756478a0]
1784822758.351924 cmdq_insert_after <client-54753>: [set-option/0x5ec075647aa0] after [set-option/0x5ec0756479a0]
1784822758.351925 cmdq_insert_after <client-54753>: [set-option/0x5ec075647ba0] after [set-option/0x5ec075647aa0]
1784822758.351926 cmdq_insert_after <client-54753>: [set-option/0x5ec075647ca0] after [set-option/0x5ec075647ba0]
1784822758.351927 cmdq_insert_after <client-54753>: [set-option/0x5ec075647da0] after [set-option/0x5ec075647ca0]
1784822758.351928 unref client 0x5ec075629f50 (60 references)
1784822758.351929 cmdq_next <global>: waiting
1784822758.351929 cmdq_next </dev/pts/0>: waiting
1784822758.351930 cmdq_next <client-54753>: enter
1784822758.351931 cmdq_next <client-54753>: [source-file/0x5ec0755d48f0] (0), flags 1
1784822758.351931 unref client 0x5ec075629f50 (59 references)
1784822758.351933 cmdq_next <client-54753>: [set-option/0x5ec075645310] (0), flags 0
1784822758.351934 cmd_find_best_session: 0 sessions to try
1784822758.351935 cmd_find_current_client: no target, return (nil)
1784822758.351936 cmd_find_best_session: 0 sessions to try
1784822758.351937 cmd_find_target: target none, type pane, item 0x5ec075645310, flags QUIET,CANFAIL
1784822758.351937 cmd_find_best_session: 0 sessions to try
1784822758.351938 cmd_find_target: error
1784822758.351939 format_defaults: c=none
1784822758.351939 format_defaults: s=none
1784822758.351939 format_defaults: wl=none
1784822758.351940 format_defaults: wp=none
1784822758.351941 format_expand1: expanding format: @_ctp_connect_style
1784822758.351941 format_expand1: result is: @_ctp_connect_style
1784822758.351942 unref client 0x5ec075629f50 (59 references)
1784822758.351943 format_defaults: c=none
1784822758.351943 format_defaults: s=none
1784822758.351944 format_defaults: wl=none
1784822758.351944 format_defaults: wp=none
1784822758.351945 format_expand1: expanding format: #{?#{==:#{@catppuccin_status_connect_separator},yes},,#[bg=default]}
1784822758.351946 format_expand1: found #{}: ?#{==:#{@catppuccin_status_connect_separator},yes},,#[bg=default]
1784822758.351947 format_replace: condition is: #{==:#{@catppuccin_status_connect_separator},yes}
1784822758.351948 format_expand1: expanding format: #{==:#{@catppuccin_status_connect_separator},yes}
1784822758.351949 format_expand1: found #{}: ==:#{@catppuccin_status_connect_separator},yes
1784822758.351950 format_replace: modifier 0 is ==
1784822758.351951 format_expand1: expanding format: #{@catppuccin_status_connect_separator}
1784822758.351953 format_expand1: found #{}: @catppuccin_status_connect_separator
1784822758.351954 format_replace: format '@catppuccin_status_connect_separator' found: yes
1784822758.351955 format_replace: replaced '@catppuccin_status_connect_separator' with 'yes'
1784822758.351955 format_expand1: result is: yes
1784822758.351956 format_expand1: expanding format: yes
1784822758.351957 format_expand1: result is: yes
1784822758.351957 format_replace: compare == left is: yes
1784822758.351958 format_replace: compare == right is: yes
1784822758.351959 format_replace: replaced '==:#{@catppuccin_status_connect_separator},yes' with '1'
1784822758.351959 format_expand1: result is: 1
1784822758.351960 format_replace: condition '#{==:#{@catppuccin_status_connect_separator},yes}' is true
1784822758.351961 format_replace: replaced '?#{==:#{@catppuccin_status_connect_separator},yes},,#[bg=default]' with ''
1784822758.351962 format_expand1: result is: 
1784822758.351962 unref client 0x5ec075629f50 (59 references)
1784822758.351964 options_push_changes: @_ctp_connect_style
1784822758.351965 cmd_find_best_session: 0 sessions to try
1784822758.351966 unref client 0x5ec075629f50 (58 references)
1784822758.351966 cmdq_next <client-54753>: [set-option/0x5ec075645560] (0), flags 0
1784822758.351967 cmd_find_best_session: 0 sessions to try
1784822758.351968 cmd_find_current_client: no target, return (nil)
1784822758.351968 cmd_find_best_session: 0 sessions to try
1784822758.351969 cmd_find_target: target none, type pane, item 0x5ec075645560, flags QUIET,CANFAIL
1784822758.351970 cmd_find_best_session: 0 sessions to try
1784822758.351970 cmd_find_target: error
1784822758.351971 format_defaults: c=none
1784822758.351971 format_defaults: s=none
1784822758.351972 format_defaults: wl=none
1784822758.351972 format_defaults: wp=none
1784822758.351973 format_expand1: expanding format: @catppuccin_status_cpu_icon_fg
1784822758.351974 format_expand1: result is: @catppuccin_status_cpu_icon_fg
1784822758.351974 unref client 0x5ec075629f50 (58 references)
1784822758.351975 format_defaults: c=none
1784822758.351975 format_defaults: s=none
1784822758.351976 format_defaults: wl=none
1784822758.351976 format_defaults: wp=none
1784822758.351977 format_expand1: expanding format: #{E:@thm_crust}
1784822758.351978 format_expand1: found #{}: E:@thm_crust
1784822758.351978 format_replace: modifier 0 is E
1784822758.351980 format_replace: format '@thm_crust' found: #11111b
1784822758.351980 format_expand1: expanding format: #11111b
1784822758.351981 format_expand1: result is: #11111b
1784822758.351982 format_replace: replaced 'E:@thm_crust' with '#11111b'
1784822758.351982 format_expand1: result is: #11111b
1784822758.351983 unref client 0x5ec075629f50 (58 references)
1784822758.351984 options_push_changes: @catppuccin_status_cpu_icon_fg
1784822758.351985 cmd_find_best_session: 0 sessions to try
1784822758.351985 unref client 0x5ec075629f50 (57 references)
1784822758.351986 cmdq_next <client-54753>: [set-option/0x5ec075644dc0] (0), flags 0
1784822758.351987 cmd_find_best_session: 0 sessions to try
1784822758.351987 cmd_find_current_client: no target, return (nil)
1784822758.351988 cmd_find_best_session: 0 sessions to try
1784822758.351989 cmd_find_target: target none, type pane, item 0x5ec075644dc0, flags QUIET,CANFAIL
1784822758.351989 cmd_find_best_session: 0 sessions to try
1784822758.351990 cmd_find_target: error
1784822758.351990 format_defaults: c=none
1784822758.351991 format_defaults: s=none
1784822758.351991 format_defaults: wl=none
1784822758.351992 format_defaults: wp=none
1784822758.351992 format_expand1: expanding format: @catppuccin_status_cpu_text_fg
1784822758.351993 format_expand1: result is: @catppuccin_status_cpu_text_fg
1784822758.351994 unref client 0x5ec075629f50 (57 references)
1784822758.351994 format_defaults: c=none
1784822758.351995 format_defaults: s=none
1784822758.351995 format_defaults: wl=none
1784822758.351996 format_defaults: wp=none
1784822758.351996 format_expand1: expanding format: #{E:@thm_fg}
1784822758.351998 format_expand1: found #{}: E:@thm_fg
1784822758.351998 format_replace: modifier 0 is E
1784822758.351999 format_replace: format '@thm_fg' found: #cdd6f4
1784822758.352000 format_expand1: expanding format: #cdd6f4
1784822758.352001 format_expand1: result is: #cdd6f4
1784822758.352001 format_replace: replaced 'E:@thm_fg' with '#cdd6f4'
1784822758.352002 format_expand1: result is: #cdd6f4
1784822758.352002 unref client 0x5ec075629f50 (57 references)
1784822758.352003 cmd_find_best_session: 0 sessions to try
1784822758.352004 unref client 0x5ec075629f50 (56 references)
1784822758.352005 cmdq_next <client-54753>: [set-option/0x5ec075644ec0] (0), flags 0
1784822758.352005 cmd_find_best_session: 0 sessions to try
1784822758.352006 cmd_find_current_client: no target, return (nil)
1784822758.352006 cmd_find_best_session: 0 sessions to try
1784822758.352007 cmd_find_target: target none, type pane, item 0x5ec075644ec0, flags QUIET,CANFAIL
1784822758.352008 cmd_find_best_session: 0 sessions to try
1784822758.352008 cmd_find_target: error
1784822758.352009 format_defaults: c=none
1784822758.352009 format_defaults: s=none
1784822758.352010 format_defaults: wl=none
1784822758.352010 format_defaults: wp=none
1784822758.352011 format_expand1: expanding format: @catppuccin_status_cpu_icon_bg
1784822758.352012 format_expand1: result is: @catppuccin_status_cpu_icon_bg
1784822758.352012 unref client 0x5ec075629f50 (56 references)
1784822758.352013 format_defaults: c=none
1784822758.352013 format_defaults: s=none
1784822758.352014 format_defaults: wl=none
1784822758.352014 format_defaults: wp=none
1784822758.352015 format_expand1: expanding format: #{@catppuccin_cpu_color}
1784822758.352016 format_expand1: found #{}: @catppuccin_cpu_color
1784822758.352017 format_replace: format '@catppuccin_cpu_color' found: #f9e2af
1784822758.352018 format_replace: replaced '@catppuccin_cpu_color' with '#f9e2af'
1784822758.352018 format_expand1: result is: #f9e2af
1784822758.352019 unref client 0x5ec075629f50 (56 references)
1784822758.352020 options_push_changes: @catppuccin_status_cpu_icon_bg
1784822758.352021 cmd_find_best_session: 0 sessions to try
1784822758.352021 unref client 0x5ec075629f50 (55 references)
1784822758.352022 cmdq_next <client-54753>: [set-option/0x5ec0756475a0] (0), flags 0
1784822758.352023 cmd_find_best_session: 0 sessions to try
1784822758.352023 cmd_find_current_client: no target, return (nil)
1784822758.352024 cmd_find_best_session: 0 sessions to try
1784822758.352025 cmd_find_target: target none, type pane, item 0x5ec0756475a0, flags QUIET,CANFAIL
1784822758.352025 cmd_find_best_session: 0 sessions to try
1784822758.352026 cmd_find_target: error
1784822758.352026 format_defaults: c=none
1784822758.352027 format_defaults: s=none
1784822758.352027 format_defaults: wl=none
1784822758.352028 format_defaults: wp=none
1784822758.352028 format_expand1: expanding format: @_ctp_module_text_bg
1784822758.352029 format_expand1: result is: @_ctp_module_text_bg
1784822758.352030 unref client 0x5ec075629f50 (55 references)
1784822758.352030 format_defaults: c=none
1784822758.352031 format_defaults: s=none
1784822758.352031 format_defaults: wl=none
1784822758.352032 format_defaults: wp=none
1784822758.352032 format_expand1: expanding format: #{@catppuccin_status_cpu_text_bg}
1784822758.352033 format_expand1: found #{}: @catppuccin_status_cpu_text_bg
1784822758.352037 format_replace: format '@catppuccin_status_cpu_text_bg' found: #{l:#{cpu_bg_color}}
1784822758.352038 format_replace: replaced '@catppuccin_status_cpu_text_bg' with '#{l:#{cpu_bg_color}}'
1784822758.352039 format_expand1: result is: #{l:#{cpu_bg_color}}
1784822758.352039 unref client 0x5ec075629f50 (55 references)
1784822758.352041 options_push_changes: @_ctp_module_text_bg
1784822758.352041 cmd_find_best_session: 0 sessions to try
1784822758.352042 unref client 0x5ec075629f50 (54 references)
1784822758.352043 cmdq_next <client-54753>: [set-option/0x5ec0756476a0] (0), flags 0
1784822758.352043 cmd_find_best_session: 0 sessions to try
1784822758.352045 cmd_find_current_client: no target, return (nil)
1784822758.352045 cmd_find_best_session: 0 sessions to try
1784822758.352046 cmd_find_target: target none, type pane, item 0x5ec0756476a0, flags QUIET,CANFAIL
1784822758.352047 cmd_find_best_session: 0 sessions to try
1784822758.352047 cmd_find_target: error
1784822758.352048 format_defaults: c=none
1784822758.352048 format_defaults: s=none
1784822758.352049 format_defaults: wl=none
1784822758.352049 format_defaults: wp=none
1784822758.352050 format_expand1: expanding format: @catppuccin_status_cpu
1784822758.352051 format_expand1: result is: @catppuccin_status_cpu
1784822758.352051 unref client 0x5ec075629f50 (54 references)
1784822758.352052 format_defaults: c=none
1784822758.352052 format_defaults: s=none
1784822758.352053 format_defaults: wl=none
1784822758.352053 format_defaults: wp=none
1784822758.352054 format_expand1: expanding format: #[fg=#{@catppuccin_status_cpu_icon_bg}]#{@_ctp_connect_style}#{@catppuccin_status_left_separator}
1784822758.352055 format_expand1: found #*1[
1784822758.352056 format_expand1: found #{}: @catppuccin_status_cpu_icon_bg
1784822758.352057 format_replace: format '@catppuccin_status_cpu_icon_bg' found: #f9e2af
1784822758.352058 format_replace: replaced '@catppuccin_status_cpu_icon_bg' with '#f9e2af'
1784822758.352058 format_expand1: found #{}: @_ctp_connect_style
1784822758.352059 format_replace: format '@_ctp_connect_style' found: 
1784822758.352060 format_replace: replaced '@_ctp_connect_style' with ''
1784822758.352061 format_expand1: found #{}: @catppuccin_status_left_separator
1784822758.352062 format_replace: format '@catppuccin_status_left_separator' found: \356\202\266
1784822758.352063 format_replace: replaced '@catppuccin_status_left_separator' with '\356\202\266'
1784822758.352063 format_expand1: result is: #[fg=#f9e2af]\356\202\266
1784822758.352064 unref client 0x5ec075629f50 (54 references)
